row_id,rating_num
14785,6.904094010614101
15125,6.904094010614101
13095,6.431232536479354
6079,6.431232536479354
16584,7.213508872352604
18508,6.431232536479354
18731,6.431232536479354
13610,6.904094010614101
21768,6.431232536479354
14463,6.431232536479354
4031,7.213508872352604
22418,6.431232536479354
5288,6.431232536479354
11744,6.904094010614101
4123,7.213508872352604
25449,7.213508872352604
19207,7.213508872352604
4488,6.904094010614101
19810,6.431232536479354
21238,7.213508872352604
18326,7.213508872352604
17178,6.431232536479354
21709,6.431232536479354
4027,7.213508872352604
23561,7.213508872352604
9246,7.213508872352604
14185,7.213508872352604
23650,7.213508872352604
29151,6.904094010614101
2585,7.213508872352604
2286,6.904094010614101
3243,7.213508872352604
14552,6.904094010614101
26746,6.904094010614101
12891,6.431232536479354
21499,6.431232536479354
28160,6.431232536479354
14105,6.904094010614101
17309,7.213508872352604
10918,7.213508872352604
24719,6.431232536479354
21121,6.431232536479354
10532,6.431232536479354
26159,6.904094010614101
12023,6.904094010614101
12018,7.213508872352604
21079,6.431232536479354
9136,6.904094010614101
21235,6.431232536479354
23907,6.431232536479354
8350,7.213508872352604
28069,6.904094010614101
5750,7.213508872352604
27778,6.431232536479354
17016,6.904094010614101
9779,6.431232536479354
17427,7.213508872352604
24122,7.213508872352604
13958,7.213508872352604
1839,7.213508872352604
14444,7.213508872352604
16671,6.431232536479354
106,6.904094010614101
22230,6.904094010614101
25307,6.431232536479354
2292,7.213508872352604
27909,6.431232536479354
26929,6.431232536479354
26110,6.904094010614101
21830,7.213508872352604
25693,7.213508872352604
16496,6.904094010614101
16402,6.431232536479354
26636,7.213508872352604
18458,6.431232536479354
19122,7.213508872352604
21646,6.431232536479354
28172,6.904094010614101
27955,7.213508872352604
1367,6.904094010614101
12203,6.431232536479354
20498,6.904094010614101
19714,7.213508872352604
18249,7.213508872352604
29005,7.213508872352604
25340,6.431232536479354
6245,7.213508872352604
1975,6.431232536479354
25669,7.213508872352604
17560,6.431232536479354
14459,6.904094010614101
29048,6.431232536479354
26839,6.904094010614101
2041,6.431232536479354
13597,6.431232536479354
25721,6.904094010614101
4004,6.904094010614101
8160,6.431232536479354
8958,6.431232536479354
25944,6.431232536479354
10426,6.431232536479354
26295,6.431232536479354
28538,6.431232536479354
24875,6.431232536479354
11587,6.904094010614101
21775,6.431232536479354
2299,7.213508872352604
7789,6.431232536479354
19451,6.431232536479354
12791,6.904094010614101
18833,6.904094010614101
10807,6.431232536479354
16688,7.213508872352604
28470,7.213508872352604
28049,6.431232536479354
25209,6.431232536479354
4283,6.431232536479354
7091,7.213508872352604
26829,7.213508872352604
17428,6.431232536479354
27396,7.213508872352604
24624,6.431232536479354
28772,6.431232536479354
9389,7.213508872352604
29088,7.213508872352604
5090,7.213508872352604
16059,7.213508872352604
7680,7.213508872352604
19217,6.431232536479354
4277,6.431232536479354
6140,6.904094010614101
6797,6.431232536479354
25655,7.213508872352604
4257,6.904094010614101
11931,6.904094010614101
25268,7.213508872352604
9695,6.431232536479354
27086,7.213508872352604
17772,6.904094010614101
28045,6.904094010614101
20788,6.904094010614101
22520,6.904094010614101
5351,6.431232536479354
20320,7.213508872352604
2611,7.213508872352604
29198,6.431232536479354
14716,7.213508872352604
27235,6.904094010614101
20929,6.904094010614101
27307,6.431232536479354
13659,6.431232536479354
29197,6.904094010614101
28730,6.431232536479354
13701,7.213508872352604
26933,6.431232536479354
5976,6.904094010614101
27435,7.213508872352604
870,6.431232536479354
3183,7.213508872352604
10497,7.213508872352604
20692,6.431232536479354
24687,6.431232536479354
11217,6.431232536479354
25124,6.904094010614101
4475,7.213508872352604
22241,7.213508872352604
3782,6.904094010614101
25034,7.213508872352604
205,6.431232536479354
18590,7.213508872352604
1825,6.904094010614101
28862,6.904094010614101
3758,6.431232536479354
29004,7.213508872352604
17773,6.431232536479354
15161,6.904094010614101
14683,7.213508872352604
11875,6.904094010614101
24247,7.213508872352604
1203,7.213508872352604
21696,6.431232536479354
16741,7.213508872352604
24362,6.904094010614101
10656,6.431232536479354
23618,6.431232536479354
14301,6.904094010614101
26200,6.431232536479354
23175,6.431232536479354
3639,6.904094010614101
28233,6.431232536479354
27057,6.904094010614101
25026,6.431232536479354
12961,6.904094010614101
13767,6.431232536479354
26169,6.904094010614101
25838,6.431232536479354
26202,6.431232536479354
22159,6.431232536479354
4777,7.213508872352604
14632,7.213508872352604
11757,6.431232536479354
3116,6.904094010614101
6173,7.213508872352604
3723,6.431232536479354
19493,6.431232536479354
4207,6.904094010614101
14079,6.431232536479354
7613,7.213508872352604
27313,7.213508872352604
19002,7.213508872352604
6266,7.213508872352604
7240,6.904094010614101
25435,7.213508872352604
10288,6.431232536479354
11028,7.213508872352604
6946,7.213508872352604
16405,7.213508872352604
16181,6.904094010614101
4158,7.213508872352604
16780,7.213508872352604
25719,6.431232536479354
15053,7.213508872352604
2644,6.431232536479354
23500,6.431232536479354
1013,7.213508872352604
11715,6.431232536479354
13768,6.431232536479354
4157,6.904094010614101
2333,6.904094010614101
28604,6.431232536479354
25316,6.904094010614101
19298,6.431232536479354
25079,6.904094010614101
8330,7.213508872352604
24317,6.431232536479354
13242,6.904094010614101
25014,6.431232536479354
567,6.904094010614101
7520,7.213508872352604
8926,7.213508872352604
12534,6.431232536479354
21045,6.904094010614101
18722,6.431232536479354
25265,6.904094010614101
15854,6.431232536479354
28524,7.213508872352604
23717,6.431232536479354
21889,6.431232536479354
28064,6.431232536479354
28705,7.213508872352604
23416,6.431232536479354
18346,7.213508872352604
23851,6.904094010614101
28780,6.431232536479354
12118,6.431232536479354
10926,6.431232536479354
6070,6.431232536479354
2149,7.213508872352604
6098,6.904094010614101
19125,6.431232536479354
23985,7.213508872352604
26527,6.431232536479354
4770,6.904094010614101
19567,7.213508872352604
26479,7.213508872352604
24107,7.213508872352604
9029,6.904094010614101
11022,7.213508872352604
1472,6.904094010614101
7356,7.213508872352604
12014,7.213508872352604
24849,6.431232536479354
5104,6.904094010614101
4663,7.213508872352604
25629,6.904094010614101
16195,6.904094010614101
26486,6.431232536479354
2222,7.213508872352604
12833,6.431232536479354
28879,6.431232536479354
5254,6.904094010614101
4805,7.213508872352604
23411,6.904094010614101
2733,7.213508872352604
2961,7.213508872352604
8966,7.213508872352604
25068,7.213508872352604
7403,7.213508872352604
23555,6.904094010614101
5096,7.213508872352604
10018,6.904094010614101
26173,6.431232536479354
11214,6.431232536479354
27201,7.213508872352604
21951,6.904094010614101
1616,6.431232536479354
24284,6.431232536479354
3759,6.431232536479354
8434,7.213508872352604
7195,7.213508872352604
16238,6.904094010614101
14701,6.904094010614101
6611,7.213508872352604
6278,7.213508872352604
13108,6.904094010614101
10740,6.431232536479354
3663,6.904094010614101
28452,6.431232536479354
23436,6.431232536479354
9525,7.213508872352604
24535,6.904094010614101
12981,7.213508872352604
11251,6.431232536479354
18494,7.213508872352604
24445,6.904094010614101
18370,7.213508872352604
1717,7.213508872352604
8488,7.213508872352604
15118,7.213508872352604
100,6.431232536479354
11912,6.904094010614101
11767,6.431232536479354
11762,6.904094010614101
27379,6.904094010614101
10486,7.213508872352604
14239,6.904094010614101
1530,6.904094010614101
8908,6.431232536479354
20365,6.904094010614101
27727,6.431232536479354
4204,6.431232536479354
23190,7.213508872352604
11998,6.904094010614101
9404,6.431232536479354
20662,6.431232536479354
12142,6.431232536479354
16369,6.431232536479354
28203,6.904094010614101
9409,6.431232536479354
16535,6.431232536479354
12063,6.431232536479354
14847,7.213508872352604
21632,6.431232536479354
10505,6.904094010614101
21592,7.213508872352604
12160,7.213508872352604
8186,6.431232536479354
27660,7.213508872352604
22496,7.213508872352604
7879,6.431232536479354
27354,6.431232536479354
16418,7.213508872352604
8997,6.431232536479354
16740,6.431232536479354
5287,7.213508872352604
5862,6.431232536479354
13559,6.904094010614101
16958,7.213508872352604
27076,6.904094010614101
8266,6.904094010614101
25911,6.431232536479354
23520,6.431232536479354
23898,6.431232536479354
13692,6.904094010614101
14658,6.431232536479354
26922,7.213508872352604
8347,7.213508872352604
20056,6.904094010614101
4741,7.213508872352604
17279,6.431232536479354
29217,6.431232536479354
25945,6.431232536479354
8767,6.431232536479354
1166,6.904094010614101
15960,6.431232536479354
14311,7.213508872352604
21810,7.213508872352604
19997,7.213508872352604
15169,6.431232536479354
25937,7.213508872352604
17725,6.904094010614101
13641,6.431232536479354
24920,7.213508872352604
21684,6.904094010614101
11512,6.431232536479354
12680,6.431232536479354
25491,6.431232536479354
26054,6.904094010614101
20773,6.431232536479354
28332,7.213508872352604
12703,6.431232536479354
17532,7.213508872352604
2232,6.431232536479354
26348,7.213508872352604
314,7.213508872352604
20532,6.431232536479354
7344,6.904094010614101
27663,6.904094010614101
13877,7.213508872352604
936,6.904094010614101
415,6.904094010614101
10491,6.904094010614101
2849,7.213508872352604
15176,6.904094010614101
22153,7.213508872352604
25964,6.431232536479354
24634,7.213508872352604
9761,6.904094010614101
12657,6.431232536479354
21657,7.213508872352604
3368,7.213508872352604
6508,7.213508872352604
8569,6.904094010614101
14306,7.213508872352604
2628,7.213508872352604
28416,6.904094010614101
814,7.213508872352604
15886,6.431232536479354
24911,6.431232536479354
24598,6.431232536479354
6618,6.904094010614101
19417,6.904094010614101
27420,6.904094010614101
4020,6.904094010614101
15438,7.213508872352604
20147,7.213508872352604
18869,7.213508872352604
14451,7.213508872352604
20230,7.213508872352604
24443,6.431232536479354
9163,7.213508872352604
